[0.0123, 0.0032, 0.0026, 0.0001, -0.0001, -0.0071], 194
[0.0325, 0.0142, 0.0056, 0.0246, -0.0062, -0.002], 121
[0.0628, 0.0211, 0.0102, 0.0615, -0.0384, -0.0071], 60
[0.0982, 0.0211, 0.0174, 0.0845, -0.0599, -0.0071], 60
[0.1351, 0.0284, 0.0174, 0.1121, -0.0845, -0.002], 60
[0.1351, 0.0358, 0.0245, 0.1305, -0.1029, -0.0071], 60
[0.1733, 0.044, 0.0317, 0.155, -0.1243, -0.0071], 60
[0.2116, 0.044, 0.0398, 0.1811, -0.1474, -0.0071], 60
[0.2499, 0.0514, 0.0475, 0.198, -0.1627, -0.002], 60
[0.2499, 0.0592, 0.0475, 0.2195, -0.178, -0.0071], 60
[0.2874, 0.067, 0.0552, 0.2409, -0.1964, -0.0071], 60
[0.3257, 0.067, 0.0628, 0.2609, -0.2164, -0.002], 60
[0.364, 0.0743, 0.0628, 0.2793, -0.2317, -0.002], 60
[0.364, 0.0816, 0.071, 0.3023, -0.2486, -0.0071], 60
[0.4023, 0.0894, 0.0782, 0.3268, -0.2701, -0.0071], 60
[0.4391, 0.0894, 0.0863, 0.3498, -0.2885, -0.0071], 60
[0.4781, 0.0972, 0.094, 0.3652, -0.3054, -0.0071], 60
[0.4781, 0.105, 0.094, 0.3867, -0.3238, -0.0071], 60
[0.5164, 0.105, 0.1017, 0.3989, -0.3345, -0.0071], 60
[0.5547, 0.1124, 0.1093, 0.4311, -0.3621, -0.0071], 61
[0.5929, 0.1202, 0.117, 0.4526, -0.3805, -0.0071], 60
[0.5929, 0.128, 0.117, 0.468, -0.3943, -0.0071], 60
[0.6312, 0.1353, 0.1246, 0.4879, -0.4081, -0.0071], 60
[0.6702, 0.1353, 0.1323, 0.5078, -0.425, -0.0071], 60
[0.7085, 0.1431, 0.1405, 0.5324, -0.4465, -0.002], 60
[0.7085, 0.1509, 0.1405, 0.5554, -0.4649, -0.0071], 60
[0.7468, 0.1591, 0.1476, 0.5738, -0.4772, -0.0071], 60
[0.7858, 0.1591, 0.1558, 0.5907, -0.491, -0.0071], 60
[0.824, 0.1665, 0.163, 0.6137, -0.5094, -0.0071], 60
