[0.0101, 0.006, 0.002, 0.0016, -0.0124, -0.002], 375
[0.0282, 0.006, 0.0036, 0.0124, -0.0277, -0.0071], 60
[0.0282, 0.0105, 0.0082, 0.0354, -0.043, -0.002], 60
[0.0571, 0.0174, 0.0082, 0.063, -0.0599, -0.002], 60
[0.091, 0.0248, 0.0143, 0.086, -0.0753, -0.0071], 60
[0.1278, 0.0248, 0.0209, 0.109, -0.0906, -0.0071], 60
[0.1278, 0.0321, 0.0286, 0.1335, -0.1136, -0.002], 60
[0.1661, 0.0399, 0.0286, 0.155, -0.132, -0.0071], 60
[0.2051, 0.0482, 0.0363, 0.1765, -0.1489, -0.0071], 60
[0.2427, 0.0482, 0.0439, 0.1995, -0.1704, -0.0071], 60
[0.2427, 0.0555, 0.0516, 0.2195, -0.1857, -0.0071], 60
[0.2809, 0.0633, 0.0516, 0.2409, -0.201, -0.0071], 60
[0.3192, 0.0711, 0.0598, 0.2639, -0.2241, -0.0071], 60
[0.3568, 0.0711, 0.0674, 0.2808, -0.2379, -0.002], 60
[0.3568, 0.0784, 0.0751, 0.3054, -0.2547, -0.002], 60
[0.3958, 0.0858, 0.0751, 0.3268, -0.2716, -0.002], 60
[0.4326, 0.0936, 0.0828, 0.356, -0.2962, -0.002], 61
[0.4716, 0.1014, 0.0909, 0.3713, -0.31, -0.002], 60
[0.5099, 0.1014, 0.0986, 0.3928, -0.3284, -0.002], 60
[0.5099, 0.1087, 0.1068, 0.4127, -0.3437, -0.002], 60
[0.5482, 0.1165, 0.1068, 0.4373, -0.3636, -0.002], 60
[0.5864, 0.1243, 0.1139, 0.4542, -0.379, -0.0071], 61
[0.6247, 0.1243, 0.1216, 0.4787, -0.3974, -0.0071], 60
[0.6247, 0.1325, 0.1292, 0.4971, -0.4112, -0.0071], 60
[0.663, 0.1399, 0.1292, 0.5201, -0.4311, -0.002], 60
[0.7013, 0.1472, 0.1369, 0.5385, -0.448, -0.002], 60
[0.7403, 0.1472, 0.1451, 0.5615, -0.468, -0.002], 60
[0.7403, 0.1555, 0.1522, 0.5815, -0.4848, -0.002], 60
[0.7785, 0.1633, 0.1522, 0.5983, -0.4971, -0.0071], 60
[0.8168, 0.1706, 0.1599, 0.6244, -0.5201, -0.002], 60
[0.8558, 0.1706, 0.1676, 0.6428, -0.5355, -0.002], 60
[0.8558, 0.1784, 0.1757, 0.6612, -0.5523, -0.0071], 60
[0.8934, 0.1862, 0.1757, 0.6812, -0.5707, -0.002], 60
[0.9316, 0.1935, 0.1834, 0.7011, -0.5861, -0.0071], 60
[0.9706, 0.1935, 0.191, 0.7272, -0.606, -0.0071], 60
[0.9706, 0.2013, 0.191, 0.7395, -0.6168, -0.002], 60
[1.0089, 0.2091, 0.1987, 0.7702, -0.6428, -0.002], 60
[1.0472, 0.2169, 0.2069, 0.787, -0.6566, -0.0071], 60
[1.0855, 0.2252, 0.214, 0.8085, -0.675, -0.0071], 61
[1.0855, 0.2252, 0.2217, 0.8269, -0.6904, -0.0071], 60
[1.1238, 0.2321, 0.2217, 0.8469, -0.7103, -0.002], 60
[1.162, 0.2403, 0.2299, 0.8668, -0.7226, -0.0071], 60
[1.2003, 0.2403, 0.2375, 0.8913, -0.741, -0.0071], 60
[1.2386, 0.2481, 0.2452, 0.9205, -0.7686, -0.002], 61
[1.2386, 0.2559, 0.2523, 0.9389, -0.787, -0.0071], 60
[1.2776, 0.2633, 0.2523, 0.9604, -0.8024, -0.0071], 60
[1.3166, 0.271, 0.2605, 0.9864, -0.8208, -0.002], 60
[1.3556, 0.271, 0.2682, 1.0018, -0.8376, -0.002], 60
[1.3556, 0.2784, 0.2758, 1.0248, -0.8561, -0.002], 60
[1.3931, 0.2857, 0.2758, 1.0463, -0.8714, -0.0071], 60
[1.4314, 0.2935, 0.283, 1.0647, -0.8867, -0.002], 60
[1.4697, 0.2935, 0.2907, 1.0815, -0.9036, -0.0071], 60
[1.4697, 0.3013, 0.2988, 1.1015, -0.9205, -0.0071], 60
[1.508, 0.3096, 0.2988, 1.126, -0.9389, -0.0071], 60
[1.5462, 0.3169, 0.306, 1.1475, -0.9558, -0.0071], 60
[1.5845, 0.3169, 0.3136, 1.1705, -0.9788, -0.002], 60
[1.5845, 0.3242, 0.3213, 1.1889, -0.991, -0.0071], 60
[1.6228, 0.332, 0.3213, 1.2119, -1.0079, -0.002], 60
[1.6611, 0.3403, 0.329, 1.2288, -1.0248, -0.0071], 60
[1.6993, 0.3403, 0.3366, 1.2503, -1.0432, -0.0071], 60
[1.6993, 0.3476, 0.3438, 1.2687, -1.0555, -0.0071], 60
[1.7369, 0.3554, 0.3438, 1.2917, -1.0754, -0.0071], 60
[1.7752, 0.3632, 0.352, 1.3132, -1.0984, -0.0071], 60
[1.8142, 0.3632, 0.3596, 1.3301, -1.1122, -0.0071], 60
[1.8142, 0.371, 0.3673, 1.3577, -1.1306, -0.0071], 60
[1.8525, 0.3788, 0.3673, 1.3807, -1.1475, -0.0071], 60
[1.8915, 0.3862, 0.3749, 1.3975, -1.1644, -0.0071], 60
[1.9297, 0.3862, 0.3826, 1.419, -1.1843, -0.002], 60
[1.9297, 0.3944, 0.3903, 1.4374, -1.1981, -0.002], 60
[1.968, 0.4022, 0.3903, 1.465, -1.2181, -0.0071], 60
[2.007, 0.4096, 0.3979, 1.4804, -1.2334, -0.002], 60
[2.0453, 0.4174, 0.4056, 1.5049, -1.2549, -0.0071], 60
[2.0836, 0.4174, 0.4133, 1.5356, -1.2779, -0.0071], 60
[2.0836, 0.4251, 0.4214, 1.5509, -1.2917, -0.002], 60
[2.1218, 0.4325, 0.4214, 1.5663, -1.304, -0.0071], 60
[2.1601, 0.4398, 0.4291, 1.5878, -1.3239, -0.0071], 60
[2.1984, 0.4476, 0.4368, 1.6138, -1.3439, -0.0071], 60
[2.1984, 0.4476, 0.4444, 1.6353, -1.3607, -0.0071], 60
[2.2374, 0.4554, 0.4444, 1.6537, -1.3776, -0.0071], 60
[2.2757, 0.4628, 0.4521, 1.6752, -1.396, -0.0071], 60
[2.3139, 0.4628, 0.4597, 1.6936, -1.4098, -0.0071], 60
[2.3139, 0.4706, 0.4674, 1.7182, -1.4313, -0.0071], 60
[2.3522, 0.4779, 0.4674, 1.7366, -1.4482, -0.0071], 60
[2.3912, 0.4857, 0.4756, 1.7565, -1.4635, -0.0071], 60
[2.4288, 0.493, 0.4832, 1.7841, -1.4835, -0.0071], 60
[2.4288, 0.493, 0.4899, 1.7979, -1.4973, -0.0071], 60
[2.4584, 0.4985, 0.4899, 1.8071, -1.5065, -0.0071], 60
[2.4793, 0.5004, 0.4945, 1.8117, -1.5111, -0.0071], 60
[2.4894, 0.5004, 0.497, 1.8117, -1.5111, -0.0071], 60
[2.475, 0.4958, 0.4945, 1.8117, -1.5111, -0.0071], 421
[2.4504, 0.4926, 0.4909, 1.8102, -1.5111, -0.002], 60
[2.4172, 0.4926, 0.4853, 1.8041, -1.508, -0.0071], 60
[2.4172, 0.4848, 0.4781, 1.7902, -1.5003, 0.0133], 60
[2.3811, 0.4756, 0.4781, 1.7565, -1.4881, 0.044], 60
[2.3436, 0.4664, 0.4715, 1.7427, -1.4819, 0.0542], 60
[2.306, 0.4664, 0.4643, 1.7243, -1.4742, 0.0747], 60
[2.306, 0.4568, 0.4577, 1.7028, -1.465, 0.0849], 60
[2.2677, 0.4472, 0.4577, 1.689, -1.4589, 0.1003], 60
[2.2302, 0.4371, 0.4506, 1.6737, -1.4543, 0.1207], 60
[2.1912, 0.4371, 0.4434, 1.6583, -1.4451, 0.1361], 60
[2.1912, 0.427, 0.4362, 1.6461, -1.439, 0.1565], 60
[2.1529, 0.4169, 0.4362, 1.6292, -1.4344, 0.1667], 60
[2.1146, 0.4068, 0.4291, 1.6138, -1.4298, 0.1872], 60
