[0.0159, 0.0041, 0.0015, 0.0016, -0.0001, -0.002], 881
[0.0159, 0.0096, 0.0041, 0.0124, -0.0016, -0.002], 60
[0.039, 0.0156, 0.0077, 0.0292, -0.0093, -0.002], 60
[0.0708, 0.0156, 0.0138, 0.0615, -0.0384, -0.002], 60
[0.1062, 0.0229, 0.0138, 0.0875, -0.0615, -0.0071], 60
[0.1062, 0.0303, 0.0199, 0.1121, -0.0845, -0.002], 60
[0.1444, 0.0376, 0.0276, 0.132, -0.1029, -0.002], 60
[0.1827, 0.0376, 0.0352, 0.1458, -0.1167, -0.002], 60
[0.221, 0.0459, 0.0352, 0.1765, -0.1428, -0.002], 60
[0.221, 0.0532, 0.0429, 0.1949, -0.1596, -0.002], 60
[0.2593, 0.061, 0.0511, 0.2195, -0.1796, -0.002], 60
[0.2968, 0.061, 0.0587, 0.2409, -0.1964, -0.002], 60
[0.3351, 0.0683, 0.0587, 0.2655, -0.2195, -0.002], 60
[0.3734, 0.0761, 0.0664, 0.2885, -0.2394, -0.002], 60
[0.3734, 0.0835, 0.0741, 0.3084, -0.2547, -0.002], 60
[0.4102, 0.0913, 0.0817, 0.336, -0.2777, -0.002], 60
[0.4492, 0.0913, 0.0894, 0.3544, -0.2931, -0.002], 60
[0.4875, 0.0991, 0.0894, 0.3713, -0.3084, -0.002], 60
[0.4875, 0.1064, 0.0971, 0.3959, -0.3299, -0.002], 60
[0.5258, 0.1142, 0.1047, 0.4143, -0.3468, -0.002], 62
[0.564, 0.1142, 0.1124, 0.4373, -0.3698, -0.002], 60
[0.6023, 0.122, 0.1124, 0.4572, -0.3836, -0.002], 60
[0.6023, 0.1298, 0.12, 0.4818, -0.4035, 0.0031], 60
[0.6406, 0.1376, 0.1277, 0.5002, -0.4189, -0.002], 60
[0.6789, 0.1376, 0.1354, 0.517, -0.4327, -0.002], 60
[0.7179, 0.1449, 0.1354, 0.537, -0.4511, -0.002], 60
[0.7179, 0.1527, 0.143, 0.5615, -0.471, -0.002], 60
[0.7561, 0.161, 0.1507, 0.5799, -0.4818, -0.002], 60
[0.7951, 0.161, 0.1589, 0.6014, -0.4986, -0.002], 60
[0.8334, 0.1688, 0.1589, 0.6244, -0.5186, -0.002], 60
[0.8334, 0.1761, 0.1665, 0.6428, -0.5324, -0.002], 60
[0.8717, 0.1839, 0.1742, 0.6628, -0.5493, -0.002], 60
[0.91, 0.1839, 0.1819, 0.6842, -0.5707, -0.002], 60
[0.9483, 0.1917, 0.1819, 0.7027, -0.5861, -0.002], 60
[0.9483, 0.199, 0.1895, 0.7211, -0.6014, -0.002], 60
[0.9873, 0.2068, 0.1972, 0.7487, -0.6244, -0.002], 60
[1.0248, 0.2068, 0.2054, 0.764, -0.6382, -0.002], 61
[1.0631, 0.2146, 0.2054, 0.784, -0.652, -0.002], 60
[1.0631, 0.2224, 0.213, 0.807, -0.6735, -0.002], 60
[1.1021, 0.2302, 0.2207, 0.8254, -0.6904, -0.002], 60
[1.1404, 0.2302, 0.2289, 0.8499, -0.7119, -0.002], 60
[1.1779, 0.238, 0.236, 0.876, -0.7303, -0.002], 60
[1.2169, 0.2454, 0.236, 0.899, -0.7471, -0.002], 60
[1.2169, 0.2536, 0.2437, 0.9159, -0.7655, -0.002], 60
[1.2552, 0.261, 0.2518, 0.942, -0.787, -0.002], 60
[1.2942, 0.261, 0.2595, 0.9634, -0.8024, -0.002], 60
[1.3332, 0.2688, 0.2595, 0.9834, -0.8177, -0.002], 60
[1.3332, 0.2761, 0.2672, 1.0002, -0.8346, -0.002], 60
[1.3715, 0.2843, 0.2743, 1.0263, -0.8561, -0.002], 60
