[-0.0072, 0.4935, -1.3282, 0.0001, -0.0016, -0.0122], 615
[-0.0072, 0.4935, -1.3282, 0.0001, -0.0016, -0.002], 60
[-0.0058, 0.4944, -1.3287, 0.0001, -0.2041, 0.0082], 831
[-0.0058, 0.4944, -1.3287, 0.0001, -0.2041, -0.002], 63
[0.0007, -0.0046, 0.0036, -0.0168, -0.0185, -0.0071], 869
[0.0007, -0.0046, 0.0112, -0.049, -0.04, -0.0071], 62
[0.0029, -0.011, 0.0112, -0.0751, -0.0615, -0.002], 60
[0.0058, -0.0238, 0.0261, -0.1242, -0.0983, -0.0071], 60
[0.0087, -0.039, 0.0434, -0.1625, -0.1335, -0.0071], 60
[0.0087, -0.039, 0.0618, -0.2024, -0.1658, -0.0071], 60
[0.0108, -0.0555, 0.0618, -0.2484, -0.2056, -0.0071], 60
[0.0137, -0.0725, 0.0812, -0.2791, -0.2333, -0.0071], 60
[0.0166, -0.089, 0.1011, -0.3251, -0.2716, -0.0071], 60
[0.0166, -0.089, 0.1206, -0.3589, -0.3008, -0.002], 60
[0.0188, -0.1059, 0.1206, -0.4033, -0.3422, -0.0071], 60
[0.0224, -0.1229, 0.14, -0.4386, -0.3728, -0.0071], 60
[0.0246, -0.1394, 0.1594, -0.4739, -0.4035, -0.0071], 60
[0.0246, -0.1394, 0.1788, -0.5169, -0.4388, -0.002], 60
[0.0274, -0.1569, 0.1982, -0.5598, -0.4756, -0.002], 61
[0.0303, -0.1738, 0.1982, -0.6012, -0.5109, -0.002], 60
[0.0332, -0.1912, 0.2181, -0.638, -0.5431, -0.002], 60
[0.0361, -0.2087, 0.2375, -0.6764, -0.5784, 0.0082], 60
[0.0361, -0.2087, 0.2569, -0.7132, -0.6137, 0.0082], 60
[0.0383, -0.2256, 0.2569, -0.7531, -0.6444, 0.0082], 60
[0.0419, -0.2426, 0.2764, -0.7884, -0.675, 0.0082], 60
[0.0441, -0.2596, 0.2958, -0.8313, -0.7119, 0.0082], 60
[0.0441, -0.2596, 0.3147, -0.8651, -0.7395, 0.0082], 60
[0.0469, -0.2761, 0.3147, -0.8988, -0.7702, 0.0082], 60
[0.0498, -0.2931, 0.3341, -0.9418, -0.8085, 0.0082], 60
[0.052, -0.31, 0.3535, -0.9771, -0.8361, 0.0082], 60
[0.052, -0.31, 0.3729, -1.0093, -0.8668, 0.0082], 60
[0.0556, -0.327, 0.3729, -1.0492, -0.9005, 0.0082], 60
[0.0578, -0.3444, 0.3923, -1.0952, -0.9389, 0.0082], 60
[0.0607, -0.3614, 0.4117, -1.1182, -0.9604, 0.0082], 60
[0.0607, -0.3614, 0.4311, -1.1611, -0.9972, 0.0082], 60
[0.0636, -0.3788, 0.4311, -1.1964, -1.0263, 0.0082], 60
[0.0679, -0.3958, 0.4511, -1.2486, -1.0662, 0.0082], 60
[0.0701, -0.4132, 0.4705, -1.2823, -1.1015, 0.0082], 60
[0.0701, -0.4132, 0.4899, -1.3176, -1.1306, 0.0082], 60
[0.0722, -0.4302, 0.4899, -1.3406, -1.1536, 0.0082], 60
